strain_ID	strain_type	active_substance	test_start	test_read	nb_day	dose	perc_croiss
1680	study	dodine	28-Jun-18	9-Aug-18	42	0	100.0
1680	study	dodine	28-Jun-18	9-Aug-18	42	0.01	64.9
1680	study	dodine	28-Jun-18	9-Aug-18	42	0.03	54.1
1680	study	dodine	28-Jun-18	9-Aug-18	42	0.1	27.0
1680	study	dodine	28-Jun-18	9-Aug-18	42	0.3	43.2
1680	study	dodine	28-Jun-18	9-Aug-18	42	1	37.8
1680	study	dodine	28-Jun-18	9-Aug-18	42	3	24.3
1680	study	dodine	28-Jun-18	9-Aug-18	42	10	24.3
1680	study	dodine	28-Jun-18	9-Aug-18	42	30	27.0
2199	study	dodine	28-Jun-18	9-Aug-18	42	0	100.0
2199	study	dodine	28-Jun-18	9-Aug-18	42	0.01	93.0
2199	study	dodine	28-Jun-18	9-Aug-18	42	0.03	91.2
2199	study	dodine	28-Jun-18	9-Aug-18	42	0.1	73.7
2199	study	dodine	28-Jun-18	9-Aug-18	42	0.3	54.4
2199	study	dodine	28-Jun-18	9-Aug-18	42	1	35.1
2199	study	dodine	28-Jun-18	9-Aug-18	42	3	29.8
2199	study	dodine	28-Jun-18	9-Aug-18	42	10	21.1
2199	study	dodine	28-Jun-18	9-Aug-18	42	30	28.1
2202	study	dodine	28-Jun-18	9-Aug-18	42	0	100.0
2202	study	dodine	28-Jun-18	9-Aug-18	42	0.01	100.0
2202	study	dodine	28-Jun-18	9-Aug-18	42	0.03	97.5
2202	study	dodine	28-Jun-18	9-Aug-18	42	0.1	92.5
2202	study	dodine	28-Jun-18	9-Aug-18	42	0.3	85.0
2202	study	dodine	28-Jun-18	9-Aug-18	42	1	72.5
2202	study	dodine	28-Jun-18	9-Aug-18	42	3	72.5
2202	study	dodine	28-Jun-18	9-Aug-18	42	10	60.0
2202	study	dodine	28-Jun-18	9-Aug-18	42	30	37.5
2203	study	dodine	28-Jun-18	9-Aug-18	42	0	100.0
2203	study	dodine	28-Jun-18	9-Aug-18	42	0.01	108.1
2203	study	dodine	28-Jun-18	9-Aug-18	42	0.03	102.7
2203	study	dodine	28-Jun-18	9-Aug-18	42	0.1	102.7
2203	study	dodine	28-Jun-18	9-Aug-18	42	0.3	94.6
2203	study	dodine	28-Jun-18	9-Aug-18	42	1	86.5
2203	study	dodine	28-Jun-18	9-Aug-18	42	3	75.7
2203	study	dodine	28-Jun-18	9-Aug-18	42	10	64.9
2203	study	dodine	28-Jun-18	9-Aug-18	42	30	35.1
2222	study	dodine	28-Jun-18	9-Aug-18	42	0	100.0
2222	study	dodine	28-Jun-18	9-Aug-18	42	0.01	100.0
2222	study	dodine	28-Jun-18	9-Aug-18	42	0.03	100.0
2222	study	dodine	28-Jun-18	9-Aug-18	42	0.1	59.5
2222	study	dodine	28-Jun-18	9-Aug-18	42	0.3	38.1
2222	study	dodine	28-Jun-18	9-Aug-18	42	1	33.3
2222	study	dodine	28-Jun-18	9-Aug-18	42	3	33.3
2222	study	dodine	28-Jun-18	9-Aug-18	42	10	35.7
2222	study	dodine	28-Jun-18	9-Aug-18	42	30	28.6
2223	study	dodine	28-Jun-18	9-Aug-18	42	0	100.0
2223	study	dodine	28-Jun-18	9-Aug-18	42	0.01	59.7
2223	study	dodine	28-Jun-18	9-Aug-18	42	0.03	46.8
2223	study	dodine	28-Jun-18	9-Aug-18	42	0.1	32.3
2223	study	dodine	28-Jun-18	9-Aug-18	42	0.3	22.6
2223	study	dodine	28-Jun-18	9-Aug-18	42	1	19.4
2223	study	dodine	28-Jun-18	9-Aug-18	42	3	19.4
2223	study	dodine	28-Jun-18	9-Aug-18	42	10	19.4
2223	study	dodine	28-Jun-18	9-Aug-18	42	30	-4.8
2225	study	dodine	28-Jun-18	9-Aug-18	42	0	100.0
2225	study	dodine	28-Jun-18	9-Aug-18	42	0.01	84.6
2225	study	dodine	28-Jun-18	9-Aug-18	42	0.03	84.6
2225	study	dodine	28-Jun-18	9-Aug-18	42	0.1	80.8
2225	study	dodine	28-Jun-18	9-Aug-18	42	0.3	51.9
2225	study	dodine	28-Jun-18	9-Aug-18	42	1	50.0
2225	study	dodine	28-Jun-18	9-Aug-18	42	3	32.7
2225	study	dodine	28-Jun-18	9-Aug-18	42	10	28.8
2225	study	dodine	28-Jun-18	9-Aug-18	42	30	0.0
2230	study	dodine	28-Jun-18	9-Aug-18	42	0	100.0
2230	study	dodine	28-Jun-18	9-Aug-18	42	0.01	78.9
2230	study	dodine	28-Jun-18	9-Aug-18	42	0.03	77.2
2230	study	dodine	28-Jun-18	9-Aug-18	42	0.1	57.9
2230	study	dodine	28-Jun-18	9-Aug-18	42	0.3	38.6
2230	study	dodine	28-Jun-18	9-Aug-18	42	1	19.3
2230	study	dodine	28-Jun-18	9-Aug-18	42	3	15.8
2230	study	dodine	28-Jun-18	9-Aug-18	42	10	19.3
2230	study	dodine	28-Jun-18	9-Aug-18	42	30	14.0
2335	study	dodine	28-Jun-18	9-Aug-18	42	0	100.0
2335	study	dodine	28-Jun-18	9-Aug-18	42	0.01	108.1
2335	study	dodine	28-Jun-18	9-Aug-18	42	0.03	102.7
2335	study	dodine	28-Jun-18	9-Aug-18	42	0.1	108.1
2335	study	dodine	28-Jun-18	9-Aug-18	42	0.3	108.1
2335	study	dodine	28-Jun-18	9-Aug-18	42	1	91.9
2335	study	dodine	28-Jun-18	9-Aug-18	42	3	81.1
2335	study	dodine	28-Jun-18	9-Aug-18	42	10	59.5
2335	study	dodine	28-Jun-18	9-Aug-18	42	30	43.2
2340	study	dodine	28-Jun-18	9-Aug-18	42	0	100.0
2340	study	dodine	28-Jun-18	9-Aug-18	42	0.01	102.6
2340	study	dodine	28-Jun-18	9-Aug-18	42	0.03	102.6
2340	study	dodine	28-Jun-18	9-Aug-18	42	0.1	92.3
2340	study	dodine	28-Jun-18	9-Aug-18	42	0.3	87.2
2340	study	dodine	28-Jun-18	9-Aug-18	42	1	82.1
2340	study	dodine	28-Jun-18	9-Aug-18	42	3	76.9
2340	study	dodine	28-Jun-18	9-Aug-18	42	10	35.9
2340	study	dodine	28-Jun-18	9-Aug-18	42	30	33.3
2345	study	dodine	28-Jun-18	9-Aug-18	42	0	100.0
2345	study	dodine	28-Jun-18	9-Aug-18	42	0.01	95.0
2345	study	dodine	28-Jun-18	9-Aug-18	42	0.03	87.5
2345	study	dodine	28-Jun-18	9-Aug-18	42	0.1	90.0
2345	study	dodine	28-Jun-18	9-Aug-18	42	0.3	90.0
2345	study	dodine	28-Jun-18	9-Aug-18	42	1	80.0
2345	study	dodine	28-Jun-18	9-Aug-18	42	3	77.5
2345	study	dodine	28-Jun-18	9-Aug-18	42	10	57.5
2345	study	dodine	28-Jun-18	9-Aug-18	42	30	40.0
2349	study	dodine	28-Jun-18	9-Aug-18	42	0	100.0
2349	study	dodine	28-Jun-18	9-Aug-18	42	0.01	95.5
2349	study	dodine	28-Jun-18	9-Aug-18	42	0.03	88.6
2349	study	dodine	28-Jun-18	9-Aug-18	42	0.1	88.6
2349	study	dodine	28-Jun-18	9-Aug-18	42	0.3	95.5
2349	study	dodine	28-Jun-18	9-Aug-18	42	1	84.1
2349	study	dodine	28-Jun-18	9-Aug-18	42	3	75.0
2349	study	dodine	28-Jun-18	9-Aug-18	42	10	43.2
2349	study	dodine	28-Jun-18	9-Aug-18	42	30	43.2
2353	study	dodine	28-Jun-18	9-Aug-18	42	0	100.0
2353	study	dodine	28-Jun-18	9-Aug-18	42	0.01	80.9
2353	study	dodine	28-Jun-18	9-Aug-18	42	0.03	83.0
2353	study	dodine	28-Jun-18	9-Aug-18	42	0.1	78.7
2353	study	dodine	28-Jun-18	9-Aug-18	42	0.3	57.4
2353	study	dodine	28-Jun-18	9-Aug-18	42	1	83.0
2353	study	dodine	28-Jun-18	9-Aug-18	42	3	63.8
2353	study	dodine	28-Jun-18	9-Aug-18	42	10	38.3
2353	study	dodine	28-Jun-18	9-Aug-18	42	30	40.4
2360	study	dodine	28-Jun-18	9-Aug-18	42	0	100.0
2360	study	dodine	28-Jun-18	9-Aug-18	42	0.01	105.0
2360	study	dodine	28-Jun-18	9-Aug-18	42	0.03	85.0
2360	study	dodine	28-Jun-18	9-Aug-18	42	0.1	92.5
2360	study	dodine	28-Jun-18	9-Aug-18	42	0.3	80.0
2360	study	dodine	28-Jun-18	9-Aug-18	42	1	75.0
2360	study	dodine	28-Jun-18	9-Aug-18	42	3	45.0
2360	study	dodine	28-Jun-18	9-Aug-18	42	10	50.0
2360	study	dodine	28-Jun-18	9-Aug-18	42	30	35.0
2408	study	dodine	28-Jun-18	9-Aug-18	42	0	100.0
2408	study	dodine	28-Jun-18	9-Aug-18	42	0.01	78.4
2408	study	dodine	28-Jun-18	9-Aug-18	42	0.03	59.5
2408	study	dodine	28-Jun-18	9-Aug-18	42	0.1	-21.6
2408	study	dodine	28-Jun-18	9-Aug-18	42	0.3	43.2
2408	study	dodine	28-Jun-18	9-Aug-18	42	1	43.2
2408	study	dodine	28-Jun-18	9-Aug-18	42	3	35.1
2408	study	dodine	28-Jun-18	9-Aug-18	42	10	27.0
2408	study	dodine	28-Jun-18	9-Aug-18	42	30	32.4
2447	study	dodine	28-Jun-18	9-Aug-18	42	0	100.0
2447	study	dodine	28-Jun-18	9-Aug-18	42	0.01	72.1
2447	study	dodine	28-Jun-18	9-Aug-18	42	0.03	62.8
2447	study	dodine	28-Jun-18	9-Aug-18	42	0.1	39.5
2447	study	dodine	28-Jun-18	9-Aug-18	42	0.3	27.9
2447	study	dodine	28-Jun-18	9-Aug-18	42	1	30.2
2447	study	dodine	28-Jun-18	9-Aug-18	42	3	32.6
2447	study	dodine	28-Jun-18	9-Aug-18	42	10	23.3
2447	study	dodine	28-Jun-18	9-Aug-18	42	30	27.9
2448	study	dodine	28-Jun-18	9-Aug-18	42	0	NA
2448	study	dodine	28-Jun-18	9-Aug-18	42	0.01	NA
2448	study	dodine	28-Jun-18	9-Aug-18	42	0.03	NA
2448	study	dodine	28-Jun-18	9-Aug-18	42	0.1	NA
2448	study	dodine	28-Jun-18	9-Aug-18	42	0.3	NA
2448	study	dodine	28-Jun-18	9-Aug-18	42	1	NA
2448	study	dodine	28-Jun-18	9-Aug-18	42	3	NA
2448	study	dodine	28-Jun-18	9-Aug-18	42	10	NA
2448	study	dodine	28-Jun-18	9-Aug-18	42	30	NA
2449	study	dodine	28-Jun-18	9-Aug-18	42	0	100.0
2449	study	dodine	28-Jun-18	9-Aug-18	42	0.01	109.8
2449	study	dodine	28-Jun-18	9-Aug-18	42	0.03	102.4
2449	study	dodine	28-Jun-18	9-Aug-18	42	0.1	95.1
2449	study	dodine	28-Jun-18	9-Aug-18	42	0.3	68.3
2449	study	dodine	28-Jun-18	9-Aug-18	42	1	68.3
2449	study	dodine	28-Jun-18	9-Aug-18	42	3	39.0
2449	study	dodine	28-Jun-18	9-Aug-18	42	10	39.0
2449	study	dodine	28-Jun-18	9-Aug-18	42	30	39.0
2450	study	dodine	28-Jun-18	9-Aug-18	42	0	100.0
2450	study	dodine	28-Jun-18	9-Aug-18	42	0.01	92.5
2450	study	dodine	28-Jun-18	9-Aug-18	42	0.03	85.0
2450	study	dodine	28-Jun-18	9-Aug-18	42	0.1	67.5
2450	study	dodine	28-Jun-18	9-Aug-18	42	0.3	45.0
2450	study	dodine	28-Jun-18	9-Aug-18	42	1	42.5
2450	study	dodine	28-Jun-18	9-Aug-18	42	3	37.5
2450	study	dodine	28-Jun-18	9-Aug-18	42	10	35.0
2450	study	dodine	28-Jun-18	9-Aug-18	42	30	35.0
2453	study	dodine	28-Jun-18	9-Aug-18	42	0	100.0
2453	study	dodine	28-Jun-18	9-Aug-18	42	0.01	71.4
2453	study	dodine	28-Jun-18	9-Aug-18	42	0.03	76.2
2453	study	dodine	28-Jun-18	9-Aug-18	42	0.1	42.9
2453	study	dodine	28-Jun-18	9-Aug-18	42	0.3	38.1
2453	study	dodine	28-Jun-18	9-Aug-18	42	1	28.6
2453	study	dodine	28-Jun-18	9-Aug-18	42	3	26.2
2453	study	dodine	28-Jun-18	9-Aug-18	42	10	28.6
2453	study	dodine	28-Jun-18	9-Aug-18	42	30	28.6
2461	study	dodine	28-Jun-18	9-Aug-18	42	0	100.0
2461	study	dodine	28-Jun-18	9-Aug-18	42	0.01	NA
2461	study	dodine	28-Jun-18	9-Aug-18	42	0.03	NA
2461	study	dodine	28-Jun-18	9-Aug-18	42	0.1	69.6
2461	study	dodine	28-Jun-18	9-Aug-18	42	0.3	52.2
2461	study	dodine	28-Jun-18	9-Aug-18	42	1	21.7
2461	study	dodine	28-Jun-18	9-Aug-18	42	3	17.4
2461	study	dodine	28-Jun-18	9-Aug-18	42	10	0.0
2461	study	dodine	28-Jun-18	9-Aug-18	42	30	0.0
2479	study	dodine	28-Jun-18	9-Aug-18	42	0	100.0
2479	study	dodine	28-Jun-18	9-Aug-18	42	0.01	80.8
2479	study	dodine	28-Jun-18	9-Aug-18	42	0.03	42.3
2479	study	dodine	28-Jun-18	9-Aug-18	42	0.1	26.9
2479	study	dodine	28-Jun-18	9-Aug-18	42	0.3	23.1
2479	study	dodine	28-Jun-18	9-Aug-18	42	1	13.5
2479	study	dodine	28-Jun-18	9-Aug-18	42	3	15.4
2479	study	dodine	28-Jun-18	9-Aug-18	42	10	15.4
2479	study	dodine	28-Jun-18	9-Aug-18	42	30	17.3
2480	study	dodine	28-Jun-18	9-Aug-18	42	0	100.0
2480	study	dodine	28-Jun-18	9-Aug-18	42	0.01	90.6
2480	study	dodine	28-Jun-18	9-Aug-18	42	0.03	87.5
2480	study	dodine	28-Jun-18	9-Aug-18	42	0.1	84.4
2480	study	dodine	28-Jun-18	9-Aug-18	42	0.3	59.4
2480	study	dodine	28-Jun-18	9-Aug-18	42	1	31.3
2480	study	dodine	28-Jun-18	9-Aug-18	42	3	40.6
2480	study	dodine	28-Jun-18	9-Aug-18	42	10	31.3
2480	study	dodine	28-Jun-18	9-Aug-18	42	30	18.8
2482	study	dodine	28-Jun-18	9-Aug-18	42	0	100.0
2482	study	dodine	28-Jun-18	9-Aug-18	42	0.01	76.0
2482	study	dodine	28-Jun-18	9-Aug-18	42	0.03	100.0
2482	study	dodine	28-Jun-18	9-Aug-18	42	0.1	52.0
2482	study	dodine	28-Jun-18	9-Aug-18	42	0.3	40.0
2482	study	dodine	28-Jun-18	9-Aug-18	42	1	40.0
2482	study	dodine	28-Jun-18	9-Aug-18	42	3	24.0
2482	study	dodine	28-Jun-18	9-Aug-18	42	10	8.0
2482	study	dodine	28-Jun-18	9-Aug-18	42	30	0.0
2491	study	dodine	28-Jun-18	9-Aug-18	42	0	100.0
2491	study	dodine	28-Jun-18	9-Aug-18	42	0.01	112.5
2491	study	dodine	28-Jun-18	9-Aug-18	42	0.03	105.0
2491	study	dodine	28-Jun-18	9-Aug-18	42	0.1	75.0
2491	study	dodine	28-Jun-18	9-Aug-18	42	0.3	55.0
2491	study	dodine	28-Jun-18	9-Aug-18	42	1	42.5
2491	study	dodine	28-Jun-18	9-Aug-18	42	3	32.5
2491	study	dodine	28-Jun-18	9-Aug-18	42	10	15.0
2491	study	dodine	28-Jun-18	9-Aug-18	42	30	10.0
2557	study	dodine	28-Jun-18	9-Aug-18	42	0	100.0
2557	study	dodine	28-Jun-18	9-Aug-18	42	0.01	81.8
2557	study	dodine	28-Jun-18	9-Aug-18	42	0.03	75.0
2557	study	dodine	28-Jun-18	9-Aug-18	42	0.1	72.7
2557	study	dodine	28-Jun-18	9-Aug-18	42	0.3	56.8
2557	study	dodine	28-Jun-18	9-Aug-18	42	1	27.3
2557	study	dodine	28-Jun-18	9-Aug-18	42	3	25.0
2557	study	dodine	28-Jun-18	9-Aug-18	42	10	15.9
2557	study	dodine	28-Jun-18	9-Aug-18	42	30	15.9
13-AM-10	reference	dodine	28-Jun-18	9-Aug-18	42	0	100.0
13-AM-10	reference	dodine	28-Jun-18	9-Aug-18	42	0.01	91.2
13-AM-10	reference	dodine	28-Jun-18	9-Aug-18	42	0.03	76.5
13-AM-10	reference	dodine	28-Jun-18	9-Aug-18	42	0.1	64.7
13-AM-10	reference	dodine	28-Jun-18	9-Aug-18	42	0.3	38.2
13-AM-10	reference	dodine	28-Jun-18	9-Aug-18	42	1	35.3
13-AM-10	reference	dodine	28-Jun-18	9-Aug-18	42	3	35.3
13-AM-10	reference	dodine	28-Jun-18	9-Aug-18	42	10	35.3
13-AM-10	reference	dodine	28-Jun-18	9-Aug-18	42	30	23.5
13-AM-12	reference	dodine	28-Jun-18	9-Aug-18	42	0	100.0
13-AM-12	reference	dodine	28-Jun-18	9-Aug-18	42	0.01	100.0
13-AM-12	reference	dodine	28-Jun-18	9-Aug-18	42	0.03	87.5
13-AM-12	reference	dodine	28-Jun-18	9-Aug-18	42	0.1	75.0
13-AM-12	reference	dodine	28-Jun-18	9-Aug-18	42	0.3	50.0
13-AM-12	reference	dodine	28-Jun-18	9-Aug-18	42	1	31.3
13-AM-12	reference	dodine	28-Jun-18	9-Aug-18	42	3	28.1
13-AM-12	reference	dodine	28-Jun-18	9-Aug-18	42	10	28.1
13-AM-12	reference	dodine	28-Jun-18	9-Aug-18	42	30	28.1
13-FR-1	reference	dodine	28-Jun-18	9-Aug-18	42	0	100.0
13-FR-1	reference	dodine	28-Jun-18	9-Aug-18	42	0.01	103.8
13-FR-1	reference	dodine	28-Jun-18	9-Aug-18	42	0.03	100.0
13-FR-1	reference	dodine	28-Jun-18	9-Aug-18	42	0.1	67.3
13-FR-1	reference	dodine	28-Jun-18	9-Aug-18	42	0.3	30.8
13-FR-1	reference	dodine	28-Jun-18	9-Aug-18	42	1	13.5
13-FR-1	reference	dodine	28-Jun-18	9-Aug-18	42	3	13.5
13-FR-1	reference	dodine	28-Jun-18	9-Aug-18	42	10	11.5
13-FR-1	reference	dodine	28-Jun-18	9-Aug-18	42	30	11.5
1639VB	study	dodine	28-Jun-18	9-Aug-18	42	0	100.0
1639VB	study	dodine	28-Jun-18	9-Aug-18	42	0.01	114.6
1639VB	study	dodine	28-Jun-18	9-Aug-18	42	0.03	95.8
1639VB	study	dodine	28-Jun-18	9-Aug-18	42	0.1	77.1
1639VB	study	dodine	28-Jun-18	9-Aug-18	42	0.3	45.8
1639VB	study	dodine	28-Jun-18	9-Aug-18	42	1	31.3
1639VB	study	dodine	28-Jun-18	9-Aug-18	42	3	16.7
1639VB	study	dodine	28-Jun-18	9-Aug-18	42	10	16.7
1639VB	study	dodine	28-Jun-18	9-Aug-18	42	30	10.4
FR-17-15	reference	dodine	28-Jun-18	9-Aug-18	42	0	100.0
FR-17-15	reference	dodine	28-Jun-18	9-Aug-18	42	0.01	72.3
FR-17-15	reference	dodine	28-Jun-18	9-Aug-18	42	0.03	46.8
FR-17-15	reference	dodine	28-Jun-18	9-Aug-18	42	0.1	40.4
FR-17-15	reference	dodine	28-Jun-18	9-Aug-18	42	0.3	21.3
FR-17-15	reference	dodine	28-Jun-18	9-Aug-18	42	1	19.1
FR-17-15	reference	dodine	28-Jun-18	9-Aug-18	42	3	19.1
FR-17-15	reference	dodine	28-Jun-18	9-Aug-18	42	10	17.0
FR-17-15	reference	dodine	28-Jun-18	9-Aug-18	42	30	19.1
104	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0	100.0
104	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.01	41.4
104	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.03	48.3
104	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.1	34.5
104	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.3	34.5
104	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	1	20.7
104	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	3	6.9
104	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	10	6.9
104	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	30	6.9
174	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0	100.0
174	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.01	75.0
174	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.03	43.8
174	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.1	18.8
174	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.3	0.0
174	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	1	0.0
174	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	3	0.0
174	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	10	0.0
174	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	30	0.0
413	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0	100.0
413	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.01	45.5
413	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.03	27.3
413	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.1	18.2
413	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.3	9.1
413	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	1	9.1
413	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	3	4.5
413	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	10	0.0
413	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	30	0.0
498	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0	100.0
498	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.01	76.9
498	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.03	57.7
498	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.1	46.2
498	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.3	15.4
498	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	1	0.0
498	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	3	0.0
498	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	10	3.8
498	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	30	3.8
736	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0	100.0
736	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.01	66.7
736	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.03	50.0
736	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.1	40.0
736	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.3	10.0
736	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	1	6.7
736	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	3	0.0
736	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	10	0.0
736	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	30	0.0
769	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0	NA
769	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.01	NA
769	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.03	NA
769	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.1	NA
769	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.3	NA
769	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	1	NA
769	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	3	NA
769	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	10	NA
769	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	30	NA
1286	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0	100.0
1286	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.01	68.2
1286	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.03	31.8
1286	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.1	18.2
1286	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.3	4.5
1286	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	1	0.0
1286	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	3	0.0
1286	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	10	0.0
1286	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	30	0.0
1634	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0	NA
1634	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.01	NA
1634	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.03	NA
1634	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.1	NA
1634	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.3	NA
1634	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	1	NA
1634	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	3	NA
1634	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	10	NA
1634	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	30	NA
1680	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0	NA
1680	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.01	NA
1680	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.03	NA
1680	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.1	NA
1680	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.3	NA
1680	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	1	NA
1680	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	3	NA
1680	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	10	NA
1680	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	30	NA
2199	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0	100.0
2199	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.01	68.2
2199	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.03	43.2
2199	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.1	38.6
2199	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.3	25.0
2199	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	1	20.5
2199	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	3	18.2
2199	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	10	18.2
2199	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	30	13.6
2202	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0	100.0
2202	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.01	100.0
2202	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.03	86.4
2202	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.1	72.7
2202	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.3	54.5
2202	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	1	9.1
2202	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	3	0.0
2202	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	10	0.0
2202	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	30	0.0
2203	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0	100.0
2203	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.01	91.7
2203	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.03	70.8
2203	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.1	62.5
2203	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.3	25.0
2203	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	1	25.0
2203	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	3	0.0
2203	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	10	0.0
2203	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	30	0.0
2222	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0	100.0
2222	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.01	57.7
2222	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.03	3.8
2222	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.1	0.0
2222	study	trifloxystrobine	28-Jun-18	9-Aug-18	42	0.3	0.0
